text,label
this area is dangerous please,THREAT
please someone is harassing me please,HARASSMENT
i feel uncomfortable with someone please,HARASSMENT
help i feel secure please,SAFE
quick someone is yelling threats immediately,THREAT
please help me please asap,EMERGENCY
urgent everything is okay,SAFE
urgent this place feels unsafe please,THREAT
he is abusing me now,HARASSMENT
i feel threatened please,THREAT
please how to stay safe at night now,PREVENTION
quick i am scared right now immediately,THREAT
quick i feel secure asap,SAFE
please someone is bothering me now,HARASSMENT
please how can i protect myself please,PREVENTION
quick no problem now now,SAFE
please i am getting inappropriate comments immediately,HARASSMENT
urgent everything is okay immediately,SAFE
urgent i am safe now asap,SAFE
urgent someone is attacking me,EMERGENCY
please give me safety tips please,PREVENTION
help i reached home safely now,SAFE
quick safety precautions for women now,PREVENTION
please i think someone is stalking me immediately,FOLLOWING
please this area is dangerous,THREAT
please i am getting inappropriate comments now,HARASSMENT
quick this area is dangerous asap,THREAT
i reached home safely immediately,SAFE
help ways to stay safe while traveling asap,PREVENTION
please this area is dangerous please,THREAT
i am scared right now,THREAT
i am getting inappropriate comments please,HARASSMENT
someone is bothering me asap,HARASSMENT
quick someone is chasing me now,FOLLOWING
urgent i feel like i'm being watched now,FOLLOWING
quick help me please asap,EMERGENCY
someone is following me immediately,FOLLOWING
please i am scared right now immediately,THREAT
help i am scared right now now,THREAT
urgent someone is yelling threats asap,THREAT
urgent how can i protect myself now,PREVENTION
please someone is following me,FOLLOWING
i reached home safely immediately,SAFE
i feel uncomfortable with someone,HARASSMENT
help a man is walking behind me asap,FOLLOWING
quick ways to stay safe while traveling asap,PREVENTION
quick i am in danger please,EMERGENCY
help i am being assaulted immediately,EMERGENCY
please i feel like i'm being watched please,FOLLOWING
help no problem now,SAFE
i am scared right now now,THREAT
urgent how can i protect myself immediately,PREVENTION
quick how to stay safe at night immediately,PREVENTION
please a man is walking behind me now,FOLLOWING
please i feel uncomfortable with someone please,HARASSMENT
urgent i am in danger,EMERGENCY
help someone is harassing me asap,HARASSMENT
quick someone is yelling threats,THREAT
please i am scared right now now,THREAT
please i feel like i'm being watched,FOLLOWING
urgent i feel secure asap,SAFE
please this area is dangerous please,THREAT
please safety precautions for women immediately,PREVENTION
quick he is abusing me,HARASSMENT
someone is yelling threats,THREAT
please someone is chasing me asap,FOLLOWING
help someone is following me,FOLLOWING
i reached home safely asap,SAFE
i am in danger now,EMERGENCY
urgent someone is bothering me immediately,HARASSMENT
quick i reached home safely asap,SAFE
help ways to stay safe while traveling now,PREVENTION
help everything is okay please,SAFE
help no problem now please,SAFE
i am safe now now,SAFE
quick someone is following me asap,FOLLOWING
urgent i feel threatened,THREAT
help give me safety tips asap,PREVENTION
urgent i reached home safely please,SAFE
quick ways to stay safe while traveling immediately,PREVENTION
someone is attacking me please,EMERGENCY
quick safety precautions for women asap,PREVENTION
quick i feel like i'm being watched now,FOLLOWING
quick safety precautions for women please,PREVENTION
i reached home safely now,SAFE
quick a man is walking behind me,FOLLOWING
i am getting inappropriate comments immediately,HARASSMENT
urgent ways to stay safe while traveling please,PREVENTION
help how to stay safe at night asap,PREVENTION
i am in danger immediately,EMERGENCY
someone broke into my house,EMERGENCY
please how to stay safe at night asap,PREVENTION
urgent no problem now now,SAFE
urgent someone is bothering me asap,HARASSMENT
urgent help me please now,EMERGENCY
quick this area is dangerous,THREAT
quick i am in danger,EMERGENCY
urgent no problem now asap,SAFE
i feel like i'm being watched now,FOLLOWING
help someone is chasing me asap,FOLLOWING
urgent i feel uncomfortable with someone asap,HARASSMENT
please how can i protect myself now,PREVENTION
help give me safety tips please,PREVENTION
help i feel threatened now,THREAT
please a man is walking behind me please,FOLLOWING
help i am being assaulted asap,EMERGENCY
quick someone is bothering me immediately,HARASSMENT
help someone is following me now,FOLLOWING
help safety precautions for women now,PREVENTION
please how to stay safe at night asap,PREVENTION
help everything is okay immediately,SAFE
quick someone is yelling threats immediately,THREAT
quick i reached home safely asap,SAFE
ways to stay safe while traveling please,PREVENTION
urgent someone is chasing me now,FOLLOWING
quick someone is bothering me asap,HARASSMENT
urgent someone is bothering me immediately,HARASSMENT
urgent safety precautions for women immediately,PREVENTION
quick i am in danger immediately,EMERGENCY
quick he is abusing me please,HARASSMENT
please everything is okay immediately,SAFE
help how can i protect myself immediately,PREVENTION
help help me please please,EMERGENCY
help i feel secure asap,SAFE
this place feels unsafe asap,THREAT
someone is attacking me,EMERGENCY
someone broke into my house,EMERGENCY
help safety precautions for women asap,PREVENTION
someone is chasing me,FOLLOWING
urgent someone is attacking me now,EMERGENCY
please everything is okay,SAFE
quick how can i protect myself now,PREVENTION
he is abusing me please,HARASSMENT
please a man is walking behind me asap,FOLLOWING
quick i think someone is stalking me now,FOLLOWING
someone broke into my house immediately,EMERGENCY
urgent someone is following me now,FOLLOWING
please someone is chasing me now,FOLLOWING
help i feel like i'm being watched,FOLLOWING
quick he is abusing me immediately,HARASSMENT
urgent i feel threatened immediately,THREAT
i feel threatened,THREAT
help i feel threatened asap,THREAT
someone is chasing me,FOLLOWING
please help me please,EMERGENCY
urgent i feel threatened,THREAT
please how can i protect myself now,PREVENTION
urgent everything is okay now,SAFE
urgent i feel like i'm being watched immediately,FOLLOWING
help i am safe now now,SAFE
please everything is okay immediately,SAFE
quick help me please,EMERGENCY
someone broke into my house asap,EMERGENCY
urgent i feel like i'm being watched,FOLLOWING
i am in danger immediately,EMERGENCY
please ways to stay safe while traveling now,PREVENTION
please i feel threatened asap,THREAT
please i feel like i'm being watched,FOLLOWING
quick a man is walking behind me,FOLLOWING
help i feel secure asap,SAFE
urgent i feel threatened please,THREAT
urgent he is abusing me now,HARASSMENT
help i am getting inappropriate comments,HARASSMENT
help how can i protect myself asap,PREVENTION
quick someone is bothering me asap,HARASSMENT
quick i am being assaulted,EMERGENCY
quick someone is following me now,FOLLOWING
i am being assaulted asap,EMERGENCY
urgent i think someone is stalking me,FOLLOWING
urgent i reached home safely,SAFE
urgent he is abusing me asap,HARASSMENT
how to stay safe at night,PREVENTION
urgent i feel secure,SAFE
i am in danger asap,EMERGENCY
please everything is okay,SAFE
please i reached home safely now,SAFE
quick i feel threatened please,THREAT
urgent someone is attacking me now,EMERGENCY
help no problem now now,SAFE
urgent help me please please,EMERGENCY
urgent someone is harassing me now,HARASSMENT
urgent someone is attacking me asap,EMERGENCY
help someone is harassing me immediately,HARASSMENT
please someone is harassing me immediately,HARASSMENT
please he is abusing me asap,HARASSMENT
i feel secure immediately,SAFE
help i feel threatened,THREAT
urgent someone is chasing me,FOLLOWING
please how can i protect myself immediately,PREVENTION
please everything is okay now,SAFE
someone is chasing me asap,FOLLOWING
please i am being assaulted,EMERGENCY
please i am scared right now,THREAT
please he is abusing me now,HARASSMENT
everything is okay now,SAFE
help i am being assaulted please,EMERGENCY
help i am in danger please,EMERGENCY
urgent i am in danger asap,EMERGENCY
please someone is chasing me asap,FOLLOWING
please i am in danger,EMERGENCY
urgent i feel threatened,THREAT
please no problem now please,SAFE
how to stay safe at night immediately,PREVENTION
help safety precautions for women now,PREVENTION
quick this area is dangerous immediately,THREAT
how can i protect myself immediately,PREVENTION
help someone is bothering me immediately,HARASSMENT
give me safety tips,PREVENTION
please i am scared right now now,THREAT
please i reached home safely now,SAFE
someone is bothering me now,HARASSMENT
urgent help me please please,EMERGENCY
i think someone is stalking me asap,FOLLOWING
please i feel like i'm being watched please,FOLLOWING
please i feel like i'm being watched immediately,FOLLOWING
urgent this place feels unsafe,THREAT
safety precautions for women now,PREVENTION
urgent i feel secure asap,SAFE
quick someone is yelling threats please,THREAT
please this area is dangerous now,THREAT
quick someone is following me immediately,FOLLOWING
urgent i reached home safely now,SAFE
help i feel uncomfortable with someone immediately,HARASSMENT
quick someone is chasing me,FOLLOWING
i reached home safely now,SAFE
please everything is okay now,SAFE
quick someone is yelling threats,THREAT
help a man is walking behind me asap,FOLLOWING
help he is abusing me now,HARASSMENT
help someone broke into my house immediately,EMERGENCY
quick someone is following me immediately,FOLLOWING
please everything is okay now,SAFE
urgent ways to stay safe while traveling,PREVENTION
quick someone is attacking me,EMERGENCY
help i feel threatened please,THREAT
help i am being assaulted asap,EMERGENCY
urgent no problem now asap,SAFE
no problem now please,SAFE
urgent this area is dangerous now,THREAT
please i am in danger please,EMERGENCY
urgent no problem now,SAFE
urgent i reached home safely,SAFE
please how to stay safe at night,PREVENTION
i am getting inappropriate comments,HARASSMENT
a man is walking behind me,FOLLOWING
quick i am in danger immediately,EMERGENCY
quick someone is harassing me asap,HARASSMENT
please someone is chasing me asap,FOLLOWING
help everything is okay immediately,SAFE
help how can i protect myself asap,PREVENTION
i think someone is stalking me now,FOLLOWING
urgent someone is bothering me,HARASSMENT
urgent i am in danger asap,EMERGENCY
please a man is walking behind me,FOLLOWING
urgent he is abusing me now,HARASSMENT
urgent help me please please,EMERGENCY
please give me safety tips please,PREVENTION
quick someone is yelling threats asap,THREAT
a man is walking behind me please,FOLLOWING
